,path,source,actor,gender,emotion,emotion_lb
384,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-03-02-02-01-07.wav,Ravdess,7,male,3,happy
385,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-05-01-02-02-07.wav,Ravdess,7,male,5,angry
386,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-02-02-02-01-07.wav,Ravdess,7,male,2,calm
387,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-04-02-02-01-07.wav,Ravdess,7,male,4,sad
388,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-03-02-01-02-07.wav,Ravdess,7,male,3,happy
389,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-04-02-01-01-07.wav,Ravdess,7,male,4,sad
390,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-08-01-02-01-07.wav,Ravdess,7,male,8,surprised
391,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-07-01-02-02-07.wav,Ravdess,7,male,7,disgust
392,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-05-01-01-02-07.wav,Ravdess,7,male,5,angry
393,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-07-01-01-01-07.wav,Ravdess,7,male,7,disgust
394,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-02-02-02-02-07.wav,Ravdess,7,male,2,calm
395,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-08-01-01-02-07.wav,Ravdess,7,male,8,surprised
396,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-02-02-01-01-07.wav,Ravdess,7,male,2,calm
397,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-08-01-01-01-07.wav,Ravdess,7,male,8,surprised
398,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-06-02-01-01-07.wav,Ravdess,7,male,6,fearful
399,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-04-01-01-02-07.wav,Ravdess,7,male,4,sad
400,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-06-02-01-02-07.wav,Ravdess,7,male,6,fearful
401,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-08-02-01-02-07.wav,Ravdess,7,male,8,surprised
402,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-03-02-01-01-07.wav,Ravdess,7,male,3,happy
403,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-03-01-02-02-07.wav,Ravdess,7,male,3,happy
404,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-08-01-02-02-07.wav,Ravdess,7,male,8,surprised
405,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-06-02-02-01-07.wav,Ravdess,7,male,6,fearful
406,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-05-01-02-01-07.wav,Ravdess,7,male,5,angry
407,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-04-01-01-01-07.wav,Ravdess,7,male,4,sad
408,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-04-01-02-02-07.wav,Ravdess,7,male,4,sad
409,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-04-02-02-02-07.wav,Ravdess,7,male,4,sad
410,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-07-02-01-01-07.wav,Ravdess,7,male,7,disgust
411,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-05-01-01-01-07.wav,Ravdess,7,male,5,angry
412,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-07-02-02-01-07.wav,Ravdess,7,male,7,disgust
413,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-04-01-02-01-07.wav,Ravdess,7,male,4,sad
414,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-07-01-01-02-07.wav,Ravdess,7,male,7,disgust
415,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-04-02-01-02-07.wav,Ravdess,7,male,4,sad
416,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-06-01-01-01-07.wav,Ravdess,7,male,6,fearful
417,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-03-01-02-01-07.wav,Ravdess,7,male,3,happy
418,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-08-02-02-02-07.wav,Ravdess,7,male,8,surprised
419,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_07/03-01-08-02-02-01-07.wav,Ravdess,7,male,8,surprised
420,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-04-02-02-01-08.wav,Ravdess,8,female,4,sad
421,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-02-02-01-02-08.wav,Ravdess,8,female,2,calm
422,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-01-01-02-02-08.wav,Ravdess,8,female,1,neutral
423,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-04-02-02-02-08.wav,Ravdess,8,female,4,sad
424,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-02-01-01-01-08.wav,Ravdess,8,female,2,calm
425,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-05-02-02-02-08.wav,Ravdess,8,female,5,angry
426,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-01-01-01-01-08.wav,Ravdess,8,female,1,neutral
427,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-04-02-01-02-08.wav,Ravdess,8,female,4,sad
428,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-06-01-02-02-08.wav,Ravdess,8,female,6,fearful
429,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-06-01-01-02-08.wav,Ravdess,8,female,6,fearful
430,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-01-01-01-02-08.wav,Ravdess,8,female,1,neutral
431,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-06-01-02-01-08.wav,Ravdess,8,female,6,fearful
432,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-07-01-01-02-08.wav,Ravdess,8,female,7,disgust
433,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-06-02-02-02-08.wav,Ravdess,8,female,6,fearful
434,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-03-01-01-01-08.wav,Ravdess,8,female,3,happy
435,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-05-02-01-01-08.wav,Ravdess,8,female,5,angry
436,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-07-01-02-01-08.wav,Ravdess,8,female,7,disgust
437,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-07-01-01-01-08.wav,Ravdess,8,female,7,disgust
438,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-02-01-01-02-08.wav,Ravdess,8,female,2,calm
439,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-03-02-02-01-08.wav,Ravdess,8,female,3,happy
440,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-05-02-01-02-08.wav,Ravdess,8,female,5,angry
441,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-06-01-01-01-08.wav,Ravdess,8,female,6,fearful
442,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-05-01-01-01-08.wav,Ravdess,8,female,5,angry
443,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-02-01-02-01-08.wav,Ravdess,8,female,2,calm
444,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-02-01-02-02-08.wav,Ravdess,8,female,2,calm
445,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-03-02-01-01-08.wav,Ravdess,8,female,3,happy
446,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-01-01-02-01-08.wav,Ravdess,8,female,1,neutral
447,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-04-01-01-02-08.wav,Ravdess,8,female,4,sad
448,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-03-02-01-02-08.wav,Ravdess,8,female,3,happy
449,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-05-01-02-02-08.wav,Ravdess,8,female,5,angry
450,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-03-01-01-02-08.wav,Ravdess,8,female,3,happy
451,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-04-01-01-01-08.wav,Ravdess,8,female,4,sad
452,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-07-01-02-02-08.wav,Ravdess,8,female,7,disgust
453,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-02-02-02-01-08.wav,Ravdess,8,female,2,calm
454,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-03-01-02-01-08.wav,Ravdess,8,female,3,happy
455,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-06-02-02-01-08.wav,Ravdess,8,female,6,fearful
456,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-04-02-01-01-08.wav,Ravdess,8,female,4,sad
457,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-05-01-02-01-08.wav,Ravdess,8,female,5,angry
458,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-06-02-01-01-08.wav,Ravdess,8,female,6,fearful
459,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-06-02-01-02-08.wav,Ravdess,8,female,6,fearful
460,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-04-01-02-02-08.wav,Ravdess,8,female,4,sad
461,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-04-01-02-01-08.wav,Ravdess,8,female,4,sad
462,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-05-01-01-02-08.wav,Ravdess,8,female,5,angry
463,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-03-02-02-02-08.wav,Ravdess,8,female,3,happy
464,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-05-02-02-01-08.wav,Ravdess,8,female,5,angry
465,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-02-02-02-02-08.wav,Ravdess,8,female,2,calm
466,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-03-01-02-02-08.wav,Ravdess,8,female,3,happy
467,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-02-02-01-01-08.wav,Ravdess,8,female,2,calm
468,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-08-02-02-01-08.wav,Ravdess,8,female,8,surprised
469,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-07-02-01-02-08.wav,Ravdess,8,female,7,disgust
470,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-08-02-02-02-08.wav,Ravdess,8,female,8,surprised
471,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-08-01-02-02-08.wav,Ravdess,8,female,8,surprised
472,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-08-01-01-01-08.wav,Ravdess,8,female,8,surprised
473,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-08-02-01-02-08.wav,Ravdess,8,female,8,surprised
474,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-08-01-02-01-08.wav,Ravdess,8,female,8,surprised
475,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-07-02-02-02-08.wav,Ravdess,8,female,7,disgust
476,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-08-02-01-01-08.wav,Ravdess,8,female,8,surprised
477,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-07-02-02-01-08.wav,Ravdess,8,female,7,disgust
478,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-07-02-01-01-08.wav,Ravdess,8,female,7,disgust
479,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_08/03-01-08-01-01-02-08.wav,Ravdess,8,female,8,surprised
480,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-06-02-01-02-09.wav,Ravdess,9,male,6,fearful
481,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-02-01-02-01-09.wav,Ravdess,9,male,2,calm
482,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-04-01-02-02-09.wav,Ravdess,9,male,4,sad
483,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-05-01-02-01-09.wav,Ravdess,9,male,5,angry
484,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-05-02-02-02-09.wav,Ravdess,9,male,5,angry
485,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-06-02-02-01-09.wav,Ravdess,9,male,6,fearful
486,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-06-02-01-01-09.wav,Ravdess,9,male,6,fearful
487,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-03-02-01-01-09.wav,Ravdess,9,male,3,happy
488,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-02-01-01-02-09.wav,Ravdess,9,male,2,calm
489,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-05-02-01-02-09.wav,Ravdess,9,male,5,angry
490,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-02-02-02-01-09.wav,Ravdess,9,male,2,calm
491,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-04-02-02-01-09.wav,Ravdess,9,male,4,sad
492,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-05-02-02-01-09.wav,Ravdess,9,male,5,angry
493,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-05-02-01-01-09.wav,Ravdess,9,male,5,angry
494,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-06-01-01-02-09.wav,Ravdess,9,male,6,fearful
495,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-03-02-02-02-09.wav,Ravdess,9,male,3,happy
496,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-03-01-01-02-09.wav,Ravdess,9,male,3,happy
497,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-04-02-02-02-09.wav,Ravdess,9,male,4,sad
498,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-01-01-01-02-09.wav,Ravdess,9,male,1,neutral
499,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-06-01-02-02-09.wav,Ravdess,9,male,6,fearful
500,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-01-01-01-01-09.wav,Ravdess,9,male,1,neutral
501,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-04-01-02-01-09.wav,Ravdess,9,male,4,sad
502,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-04-02-01-02-09.wav,Ravdess,9,male,4,sad
503,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-05-01-02-02-09.wav,Ravdess,9,male,5,angry
504,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-02-02-01-02-09.wav,Ravdess,9,male,2,calm
505,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-04-01-01-01-09.wav,Ravdess,9,male,4,sad
506,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-02-01-02-02-09.wav,Ravdess,9,male,2,calm
507,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-06-01-01-01-09.wav,Ravdess,9,male,6,fearful
508,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-02-02-02-02-09.wav,Ravdess,9,male,2,calm
509,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-02-01-01-01-09.wav,Ravdess,9,male,2,calm
510,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-01-01-02-01-09.wav,Ravdess,9,male,1,neutral
511,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-04-02-01-01-09.wav,Ravdess,9,male,4,sad
512,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-02-02-01-01-09.wav,Ravdess,9,male,2,calm
513,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-03-02-02-01-09.wav,Ravdess,9,male,3,happy
514,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-05-01-01-02-09.wav,Ravdess,9,male,5,angry
515,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-03-02-01-02-09.wav,Ravdess,9,male,3,happy
516,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-05-01-01-01-09.wav,Ravdess,9,male,5,angry
517,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-03-01-02-01-09.wav,Ravdess,9,male,3,happy
518,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-04-01-01-02-09.wav,Ravdess,9,male,4,sad
519,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-03-01-02-02-09.wav,Ravdess,9,male,3,happy
520,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-01-01-02-02-09.wav,Ravdess,9,male,1,neutral
521,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-06-01-02-01-09.wav,Ravdess,9,male,6,fearful
522,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-03-01-01-01-09.wav,Ravdess,9,male,3,happy
523,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-01-01-01-09.wav,Ravdess,9,male,8,surprised
524,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-02-02-01-09.wav,Ravdess,9,male,8,surprised
525,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-01-01-01-09.wav,Ravdess,9,male,7,disgust
526,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-01-02-01-09.wav,Ravdess,9,male,7,disgust
527,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-01-01-02-09.wav,Ravdess,9,male,8,surprised
528,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-01-02-02-09.wav,Ravdess,9,male,8,surprised
529,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-06-02-02-02-09.wav,Ravdess,9,male,6,fearful
530,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-01-02-01-09.wav,Ravdess,9,male,8,surprised
531,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-02-01-01-09.wav,Ravdess,9,male,8,surprised
532,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-02-02-01-09.wav,Ravdess,9,male,7,disgust
533,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-02-01-02-09.wav,Ravdess,9,male,8,surprised
534,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-02-02-02-09.wav,Ravdess,9,male,7,disgust
535,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-02-01-01-09.wav,Ravdess,9,male,7,disgust
536,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-02-01-02-09.wav,Ravdess,9,male,7,disgust
537,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-01-02-02-09.wav,Ravdess,9,male,7,disgust
538,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-01-01-02-09.wav,Ravdess,9,male,7,disgust
539,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-02-02-02-09.wav,Ravdess,9,male,8,surprised
540,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-01-01-01-02-10.wav,Ravdess,10,female,1,neutral
541,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-01-02-01-10.wav,Ravdess,10,female,4,sad
542,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-01-01-02-01-10.wav,Ravdess,10,female,1,neutral
543,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-02-02-01-10.wav,Ravdess,10,female,2,calm
544,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-02-01-02-10.wav,Ravdess,10,female,2,calm
545,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-01-01-02-10.wav,Ravdess,10,female,4,sad
546,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-01-02-02-10.wav,Ravdess,10,female,3,happy
547,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-01-02-02-10.wav,Ravdess,10,female,4,sad
548,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-01-02-02-10.wav,Ravdess,10,female,2,calm
549,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-02-02-01-10.wav,Ravdess,10,female,4,sad
550,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-01-01-02-02-10.wav,Ravdess,10,female,1,neutral
551,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-02-02-01-10.wav,Ravdess,10,female,3,happy
552,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-02-01-01-10.wav,Ravdess,10,female,2,calm
553,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-01-01-01-01-10.wav,Ravdess,10,female,1,neutral
554,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-01-01-02-10.wav,Ravdess,10,female,2,calm
555,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-02-01-01-10.wav,Ravdess,10,female,4,sad
556,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-02-01-01-10.wav,Ravdess,10,female,3,happy
557,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-02-01-02-10.wav,Ravdess,10,female,4,sad
558,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-02-02-02-10.wav,Ravdess,10,female,3,happy
559,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-01-01-01-10.wav,Ravdess,10,female,2,calm
560,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-01-01-02-10.wav,Ravdess,10,female,3,happy
561,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-01-02-01-10.wav,Ravdess,10,female,2,calm
562,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-02-01-02-10.wav,Ravdess,10,female,3,happy
563,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-01-02-01-10.wav,Ravdess,10,female,3,happy
564,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-02-02-02-10.wav,Ravdess,10,female,2,calm
565,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-01-01-01-10.wav,Ravdess,10,female,3,happy
566,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-01-01-01-10.wav,Ravdess,10,female,4,sad
567,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-06-01-01-01-10.wav,Ravdess,10,female,6,fearful
568,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-05-01-02-01-10.wav,Ravdess,10,female,5,angry
569,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-06-02-01-01-10.wav,Ravdess,10,female,6,fearful
570,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-06-01-02-01-10.wav,Ravdess,10,female,6,fearful
571,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-06-02-02-01-10.wav,Ravdess,10,female,6,fearful
572,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-05-01-01-02-10.wav,Ravdess,10,female,5,angry
573,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-08-01-01-02-10.wav,Ravdess,10,female,8,surprised
574,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-07-01-01-01-10.wav,Ravdess,10,female,7,disgust
575,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-05-02-02-02-10.wav,Ravdess,10,female,5,angry
576,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-05-02-02-01-10.wav,Ravdess,10,female,5,angry
