,path,source,actor,gender,emotion,emotion_lb,split
531,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-02-01-01-09.wav,Ravdess,9,male,8,male_surprised,Train
533,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-02-01-02-09.wav,Ravdess,9,male,8,male_surprised,Train
536,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-02-01-02-09.wav,Ravdess,9,male,7,male_disgust,Train
538,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-07-01-01-02-09.wav,Ravdess,9,male,7,male_disgust,Train
539,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_09/03-01-08-02-02-02-09.wav,Ravdess,9,male,8,male_surprised,Train
540,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-01-01-01-02-10.wav,Ravdess,10,female,1,female_neutral,Train
542,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-01-01-02-01-10.wav,Ravdess,10,female,1,female_neutral,Train
543,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-02-02-01-10.wav,Ravdess,10,female,2,female_calm,Train
544,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-02-01-02-10.wav,Ravdess,10,female,2,female_calm,Train
545,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-01-01-02-10.wav,Ravdess,10,female,4,female_sad,Train
546,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-01-02-02-10.wav,Ravdess,10,female,3,female_happy,Train
548,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-01-02-02-10.wav,Ravdess,10,female,2,female_calm,Train
550,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-01-01-02-02-10.wav,Ravdess,10,female,1,female_neutral,Train
551,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-02-02-01-10.wav,Ravdess,10,female,3,female_happy,Train
552,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-02-01-01-10.wav,Ravdess,10,female,2,female_calm,Train
553,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-01-01-01-01-10.wav,Ravdess,10,female,1,female_neutral,Train
554,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-01-01-02-10.wav,Ravdess,10,female,2,female_calm,Train
556,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-02-01-01-10.wav,Ravdess,10,female,3,female_happy,Train
557,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-02-01-02-10.wav,Ravdess,10,female,4,female_sad,Train
558,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-02-02-02-10.wav,Ravdess,10,female,3,female_happy,Train
559,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-01-01-01-10.wav,Ravdess,10,female,2,female_calm,Train
560,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-01-01-02-10.wav,Ravdess,10,female,3,female_happy,Train
561,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-01-02-01-10.wav,Ravdess,10,female,2,female_calm,Train
562,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-02-01-02-10.wav,Ravdess,10,female,3,female_happy,Train
563,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-01-02-01-10.wav,Ravdess,10,female,3,female_happy,Train
564,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-02-02-02-02-10.wav,Ravdess,10,female,2,female_calm,Train
565,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-03-01-01-01-10.wav,Ravdess,10,female,3,female_happy,Train
568,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-05-01-02-01-10.wav,Ravdess,10,female,5,female_angry,Train
569,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-06-02-01-01-10.wav,Ravdess,10,female,6,female_fearful,Train
573,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-08-01-01-02-10.wav,Ravdess,10,female,8,female_surprised,Train
574,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-07-01-01-01-10.wav,Ravdess,10,female,7,female_disgust,Train
575,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-05-02-02-02-10.wav,Ravdess,10,female,5,female_angry,Train
577,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-04-02-02-02-10.wav,Ravdess,10,female,4,female_sad,Train
578,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-08-02-01-02-10.wav,Ravdess,10,female,8,female_surprised,Train
580,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-08-02-01-01-10.wav,Ravdess,10,female,8,female_surprised,Train
581,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-07-02-02-01-10.wav,Ravdess,10,female,7,female_disgust,Train
584,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-08-01-02-02-10.wav,Ravdess,10,female,8,female_surprised,Train
585,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-05-02-01-01-10.wav,Ravdess,10,female,5,female_angry,Train
586,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-08-02-02-01-10.wav,Ravdess,10,female,8,female_surprised,Train
587,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-08-01-01-01-10.wav,Ravdess,10,female,8,female_surprised,Train
590,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-06-01-02-02-10.wav,Ravdess,10,female,6,female_fearful,Train
591,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-07-02-01-01-10.wav,Ravdess,10,female,7,female_disgust,Train
592,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-08-02-02-02-10.wav,Ravdess,10,female,8,female_surprised,Train
594,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-06-01-01-02-10.wav,Ravdess,10,female,6,female_fearful,Train
595,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-06-02-02-02-10.wav,Ravdess,10,female,6,female_fearful,Train
599,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_10/03-01-08-01-02-01-10.wav,Ravdess,10,female,8,female_surprised,Train
600,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-02-01-02-01-11.wav,Ravdess,11,male,2,male_calm,Train
601,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-02-01-01-01-11.wav,Ravdess,11,male,2,male_calm,Train
602,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-01-01-02-02-11.wav,Ravdess,11,male,1,male_neutral,Train
603,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-01-01-01-02-11.wav,Ravdess,11,male,1,male_neutral,Train
604,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-02-02-01-01-11.wav,Ravdess,11,male,2,male_calm,Train
605,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-01-01-01-01-11.wav,Ravdess,11,male,1,male_neutral,Train
606,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-02-01-01-02-11.wav,Ravdess,11,male,2,male_calm,Train
607,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-02-01-02-02-11.wav,Ravdess,11,male,2,male_calm,Train
608,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-01-01-02-01-11.wav,Ravdess,11,male,1,male_neutral,Train
610,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-07-02-02-01-11.wav,Ravdess,11,male,7,male_disgust,Train
611,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-03-02-02-01-11.wav,Ravdess,11,male,3,male_happy,Train
613,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-03-02-01-01-11.wav,Ravdess,11,male,3,male_happy,Train
615,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-08-01-02-01-11.wav,Ravdess,11,male,8,male_surprised,Train
617,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-04-02-01-01-11.wav,Ravdess,11,male,4,male_sad,Train
619,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-08-01-02-02-11.wav,Ravdess,11,male,8,male_surprised,Train
622,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-03-01-02-02-11.wav,Ravdess,11,male,3,male_happy,Train
623,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-03-02-02-02-11.wav,Ravdess,11,male,3,male_happy,Train
625,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-06-02-01-02-11.wav,Ravdess,11,male,6,male_fearful,Train
626,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-03-02-01-02-11.wav,Ravdess,11,male,3,male_happy,Train
629,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-03-01-02-01-11.wav,Ravdess,11,male,3,male_happy,Train
630,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-07-01-01-01-11.wav,Ravdess,11,male,7,male_disgust,Train
631,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-05-01-01-02-11.wav,Ravdess,11,male,5,male_angry,Train
632,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-08-02-01-01-11.wav,Ravdess,11,male,8,male_surprised,Train
635,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-08-01-01-01-11.wav,Ravdess,11,male,8,male_surprised,Train
636,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-08-02-01-02-11.wav,Ravdess,11,male,8,male_surprised,Train
638,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-05-02-01-02-11.wav,Ravdess,11,male,5,male_angry,Train
640,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-03-01-01-02-11.wav,Ravdess,11,male,3,male_happy,Train
642,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-05-01-02-01-11.wav,Ravdess,11,male,5,male_angry,Train
643,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-02-02-02-02-11.wav,Ravdess,11,male,2,male_calm,Train
645,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-02-02-01-02-11.wav,Ravdess,11,male,2,male_calm,Train
646,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-07-01-02-01-11.wav,Ravdess,11,male,7,male_disgust,Train
647,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-04-01-02-02-11.wav,Ravdess,11,male,4,male_sad,Train
648,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-04-02-01-02-11.wav,Ravdess,11,male,4,male_sad,Train
650,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-04-01-01-01-11.wav,Ravdess,11,male,4,male_sad,Train
652,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-06-01-01-01-11.wav,Ravdess,11,male,6,male_fearful,Train
654,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-02-02-02-01-11.wav,Ravdess,11,male,2,male_calm,Train
655,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-07-02-02-02-11.wav,Ravdess,11,male,7,male_disgust,Train
656,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-08-01-01-02-11.wav,Ravdess,11,male,8,male_surprised,Train
657,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-08-02-02-02-11.wav,Ravdess,11,male,8,male_surprised,Train
658,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-03-01-01-01-11.wav,Ravdess,11,male,3,male_happy,Train
659,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_11/03-01-08-02-02-01-11.wav,Ravdess,11,male,8,male_surprised,Train
660,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-01-01-01-02-12.wav,Ravdess,12,female,1,female_neutral,Train
661,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-01-01-01-01-12.wav,Ravdess,12,female,1,female_neutral,Train
664,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-08-01-01-02-12.wav,Ravdess,12,female,8,female_surprised,Train
665,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-02-02-02-01-12.wav,Ravdess,12,female,2,female_calm,Train
666,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-07-01-02-01-12.wav,Ravdess,12,female,7,female_disgust,Train
667,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-03-01-01-02-12.wav,Ravdess,12,female,3,female_happy,Train
668,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-02-02-02-02-12.wav,Ravdess,12,female,2,female_calm,Train
669,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-02-01-02-02-12.wav,Ravdess,12,female,2,female_calm,Train
670,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-02-01-01-02-12.wav,Ravdess,12,female,2,female_calm,Train
673,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-06-01-02-01-12.wav,Ravdess,12,female,6,female_fearful,Train
675,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-07-01-02-02-12.wav,Ravdess,12,female,7,female_disgust,Train
677,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-02-01-02-01-12.wav,Ravdess,12,female,2,female_calm,Train
678,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-03-02-01-02-12.wav,Ravdess,12,female,3,female_happy,Train
682,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-05-02-01-02-12.wav,Ravdess,12,female,5,female_angry,Train
684,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-03-02-02-02-12.wav,Ravdess,12,female,3,female_happy,Train
685,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-04-02-01-01-12.wav,Ravdess,12,female,4,female_sad,Train
687,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-01-01-02-02-12.wav,Ravdess,12,female,1,female_neutral,Train
688,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-04-01-02-01-12.wav,Ravdess,12,female,4,female_sad,Train
689,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-06-02-01-01-12.wav,Ravdess,12,female,6,female_fearful,Train
690,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-08-01-01-01-12.wav,Ravdess,12,female,8,female_surprised,Train
691,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-07-02-02-01-12.wav,Ravdess,12,female,7,female_disgust,Train
692,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-06-01-01-01-12.wav,Ravdess,12,female,6,female_fearful,Train
693,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-01-01-02-01-12.wav,Ravdess,12,female,1,female_neutral,Train
695,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-02-01-01-01-12.wav,Ravdess,12,female,2,female_calm,Train
696,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-05-02-02-01-12.wav,Ravdess,12,female,5,female_angry,Train
697,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-06-01-02-02-12.wav,Ravdess,12,female,6,female_fearful,Train
698,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-04-01-02-02-12.wav,Ravdess,12,female,4,female_sad,Train
699,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-03-02-01-01-12.wav,Ravdess,12,female,3,female_happy,Train
700,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-02-02-01-01-12.wav,Ravdess,12,female,2,female_calm,Train
702,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-02-02-01-02-12.wav,Ravdess,12,female,2,female_calm,Train
704,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-03-02-02-01-12.wav,Ravdess,12,female,3,female_happy,Train
705,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-03-01-02-02-12.wav,Ravdess,12,female,3,female_happy,Train
710,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-03-01-02-01-12.wav,Ravdess,12,female,3,female_happy,Train
713,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-03-01-01-01-12.wav,Ravdess,12,female,3,female_happy,Train
714,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-08-02-02-02-12.wav,Ravdess,12,female,8,female_surprised,Train
715,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-08-02-02-01-12.wav,Ravdess,12,female,8,female_surprised,Train
716,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-08-02-01-02-12.wav,Ravdess,12,female,8,female_surprised,Train
717,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-08-02-01-01-12.wav,Ravdess,12,female,8,female_surprised,Train
718,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-08-01-02-02-12.wav,Ravdess,12,female,8,female_surprised,Train
719,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_12/03-01-08-01-02-01-12.wav,Ravdess,12,female,8,female_surprised,Train
721,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-02-01-01-01-13.wav,Ravdess,13,male,2,male_calm,Train
722,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-03-01-01-01-13.wav,Ravdess,13,male,3,male_happy,Train
723,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-01-01-01-02-13.wav,Ravdess,13,male,1,male_neutral,Train
726,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-01-01-01-01-13.wav,Ravdess,13,male,1,male_neutral,Train
727,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-03-01-01-02-13.wav,Ravdess,13,male,3,male_happy,Train
730,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-05-01-01-01-13.wav,Ravdess,13,male,5,male_angry,Train
731,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-02-02-02-02-13.wav,Ravdess,13,male,2,male_calm,Train
733,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-02-01-01-02-13.wav,Ravdess,13,male,2,male_calm,Train
734,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-05-02-02-02-13.wav,Ravdess,13,male,5,male_angry,Train
735,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-02-02-02-01-13.wav,Ravdess,13,male,2,male_calm,Train
737,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-07-02-01-01-13.wav,Ravdess,13,male,7,male_disgust,Train
739,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-05-01-02-01-13.wav,Ravdess,13,male,5,male_angry,Train
740,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-04-01-01-02-13.wav,Ravdess,13,male,4,male_sad,Train
741,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-07-02-01-02-13.wav,Ravdess,13,male,7,male_disgust,Train
742,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-03-01-02-02-13.wav,Ravdess,13,male,3,male_happy,Train
743,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-01-01-02-02-13.wav,Ravdess,13,male,1,male_neutral,Train
744,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-02-01-02-01-13.wav,Ravdess,13,male,2,male_calm,Train
745,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-05-02-01-01-13.wav,Ravdess,13,male,5,male_angry,Train
747,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-03-02-02-02-13.wav,Ravdess,13,male,3,male_happy,Train
748,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-04-01-01-01-13.wav,Ravdess,13,male,4,male_sad,Train
749,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-02-02-01-01-13.wav,Ravdess,13,male,2,male_calm,Train
750,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-04-02-01-01-13.wav,Ravdess,13,male,4,male_sad,Train
751,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-01-01-02-01-13.wav,Ravdess,13,male,1,male_neutral,Train
753,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-06-01-02-01-13.wav,Ravdess,13,male,6,male_fearful,Train
754,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-03-02-02-01-13.wav,Ravdess,13,male,3,male_happy,Train
755,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-03-02-01-02-13.wav,Ravdess,13,male,3,male_happy,Train
756,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-03-01-02-01-13.wav,Ravdess,13,male,3,male_happy,Train
757,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-08-01-01-01-13.wav,Ravdess,13,male,8,male_surprised,Train
758,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-04-01-02-02-13.wav,Ravdess,13,male,4,male_sad,Train
759,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-02-02-01-02-13.wav,Ravdess,13,male,2,male_calm,Train
763,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-02-01-02-02-13.wav,Ravdess,13,male,2,male_calm,Train
769,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-03-02-01-01-13.wav,Ravdess,13,male,3,male_happy,Train
773,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-08-02-02-02-13.wav,Ravdess,13,male,8,male_surprised,Train
774,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-08-01-02-02-13.wav,Ravdess,13,male,8,male_surprised,Train
775,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-08-02-02-01-13.wav,Ravdess,13,male,8,male_surprised,Train
776,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-08-01-02-01-13.wav,Ravdess,13,male,8,male_surprised,Train
777,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-08-02-01-01-13.wav,Ravdess,13,male,8,male_surprised,Train
778,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-08-01-01-02-13.wav,Ravdess,13,male,8,male_surprised,Train
779,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_13/03-01-08-02-01-02-13.wav,Ravdess,13,male,8,male_surprised,Train
780,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-06-01-01-01-14.wav,Ravdess,14,female,6,female_fearful,Train
783,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-03-02-01-02-14.wav,Ravdess,14,female,3,female_happy,Train
788,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-01-01-02-02-14.wav,Ravdess,14,female,1,female_neutral,Train
790,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-06-02-02-01-14.wav,Ravdess,14,female,6,female_fearful,Train
791,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-03-02-02-02-14.wav,Ravdess,14,female,3,female_happy,Train
794,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-02-01-02-01-14.wav,Ravdess,14,female,2,female_calm,Train
795,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-03-01-02-02-14.wav,Ravdess,14,female,3,female_happy,Train
796,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-03-01-01-02-14.wav,Ravdess,14,female,3,female_happy,Train
797,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-04-01-01-01-14.wav,Ravdess,14,female,4,female_sad,Train
799,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-03-01-02-01-14.wav,Ravdess,14,female,3,female_happy,Train
800,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-05-01-02-01-14.wav,Ravdess,14,female,5,female_angry,Train
803,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-02-01-02-02-14.wav,Ravdess,14,female,2,female_calm,Train
804,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-01-01-01-01-14.wav,Ravdess,14,female,1,female_neutral,Train
805,/content/gdrive/MyDrive/SYDE 522 - Team Project/Code/data/Actor_14/03-01-02-01-01-02-14.wav,Ravdess,14,female,2,female_calm,Train
